Acct	ACCT	"LNAME, FNAME"	Address	City	State	ZIP	CC_NO	CV2	PIN	Balance	acct2
2013046445											
2013046446											
2013046447											
2013046448											
2013046449											
2013046450											
2013046451											
2013046452											
2013046453											
2013046454											
2013046455											
2013046456											
2013046457											
2013046458											
2013046459											
2013046460											
2013046461											
2013046462											
2013046463											
2013046464											
2013046465											
2013046466											
2013046467											
2013046468											
2013046469											
2013046470											
2013046471											
2013046472											
2013046473											
2013046474											
2013046475											
2013046476											
2013046477											
2013046478											
2013046479											
2013046480											
2013046481											
2013046482											
2013046483											
2013046484											
2013046485											
2013046486											
2013046487											
2013046488											
2013046489											
2013046490											
2013046491											
2013046492											
2013046493											
2013046494											
2013046495											
2013046496											
2013046497											
2013046498											
2013046499											
2013046500											
2013046501											
2013046502											
2013046503											
2013046504											
2013046505											
2013046506											
2013046507											
2013046508											
2013046509											
2013046510											
2013046511											
2013046512											
2013046513											
2013046514											
2013046515											
2013046516											
2013046517											
2013046518											
2013046519											
2013046520											
2013046521											
2013046522											
2013046523											
2013046524											
2013046525											
2013046526											
2013046527											
2013046528											
2013046529											
2013046530											
2013046531											
2013046532											
2013046533											
2013046534											
2013046535											
2013046536											
2013046537											
2013046538											
2013046539											
2013046540											
2013046541											
2013046542											
2013046543											
2013046544											
2013046545											
2013046546											
2013046547											
2013046548											
2013046549											
2013046550											
2013046551											
2013046552											
2013046553											
2013046554											
2013046555											
2013046556											
2013046557											
2013046558											
2013046559											
2013046560											
2013046561											
2013046562											
2013046563											
2013046564											
2013046565											
2013046566											
2013046567											
2013046568											
2013046569											
2013046570											
2013046571											
2013046572											
2013046573											
2013046574											
2013046575											
2013046576											
2013046577											
2013046578											
2013046579											
2013046580											
2013046581											
2013046582											
2013046583											
2013046584											
2013046585											
2013046586											
2013046587											
2013046588											
2013046589											
2013046590											
2013046591											
2013046592											
2013046593											
2013046594											
2013046595											
2013046596											
2013046597											
2013046598											
2013046599											
2013046600											
2013046601											
2013046602											
2013046603											
2013046604											
2013046605											
2013046606											
2013046607											
2013046608											
2013046609											
2013046610											
2013046611											
2013046612											
2013046613											
2013046614											
2013046615											
2013046616											
2013046617											
2013046618											
2013046619											
2013046620											
2013046621											
2013046622											
2013046623											
2013046624											
2013046625											
2013046626											
2013046627											
2013046628											
2013046629											
2013046630											
2013046631											
2013046632											
2013046633											
2013046634											
2013046635											
2013046636											
2013046637											
2013046638											
2013046639											
2013046640											
2013046641											
2013046642											
2013046643											
2013046644											
2013046645											
2013046646											
2013046647											
2013046648											
2013046649											
2013046650											
2013046651											
2013046652											
2013046653											
2013046654											
2013046655											
2013046656											
2013046657											
2013046658											
2013046659											
2013046660											
2013046661											
2013046662											
2013046663											
2013046664											
2013046665											
2013046666											
2013046667											
2013046668											
2013046669											
2013046670											
2013046671											
2013046672											
2013046673											
2013046674											
2013046675											
2013046676											
2013046677											
2013046678											
2013046679											
2013046680											
2013046681											
2013046682											
2013046683											
2013046684											
2013046685											
2013046686											
2013046687											
2013046688											
2013046689											
2013046690											
2013046691											
2013046692											
2013046693											
2013046694											
2013046695											
2013046696											
2013046697											
2013046698											
2013046699											
2013046700											
2013046701											
2013046702											
2013046703											
2013046704											
2013046705											
2013046706											
2013046707											
2013046708											
2013046709											
2013046710											
2013046711											
2013046712											
2013046713											
2013046714											
2013046715											
2013046716											
2013046717											
2013046718											
2013046719											
2013046720											
2013046721											
2013046722											
2013046723											
2013046724											
2013046725											
2013046726											
2013046727											
2013046728											
2013046729											
2013046730											
2013046731											
2013046732											
2013046733											
2013046734											
2013046735											
2013046736											
2013046737											
2013046738											
2013046739											
2013046740											
2013046741											
2013046742											
2013046743											
2013046744											
2013046745											
2013046746											
2013046747											
2013046748											
2013046749											
2013046750											
2013046751											
2013046752											
2013046753											
2013046754											
2013046755											
2013046756											
2013046757											
2013046758											
2013046759											
2013046760											
2013046761											
2013046762											
2013046763											
2013046764											
2013046765											
2013046766											
2013046767											
2013046768											
2013046769											
2013046770											
2013046771											
2013046772											
2013046773											
2013046774											
2013046775											
2013046776											
2013046777											
2013046778											
2013046779											
2013046780											
2013046781											
2013046782											
2013046783											
2013046784											
2013046785											
2013046786											
2013046787											
2013046788											
2013046789											
2013046790											
2013046791											
2013046792											
2013046793											
2013046794											
2013046795											
2013046796											
2013046797											
2013046798											
2013046799											
2013046800											
2013046801											
2013046802											
2013046803											
2013046804											
2013046805											
2013046806											
2013046807											
2013046808											
2013046809											
2013046810											
2013046811											
2013046812											
2013046813											
2013046814											
2013046815											
2013046816											
2013046817											
2013046818											
2013046819											
2013046820											
2013046821											
2013046822											
2013046823											
2013046824											
2013046825											
2013046826											
2013046827											
2013046828											
2013046829											
2013046830											
2013046831											
2013046832											
2013046833											
2013046834											
2013046835											
2013046836											
2013046837											
2013046838											
2013046839											
2013046840											
2013046841											
2013046842											
2013046843											
2013046844											
2013046845											
2013046846											
2013046847											
2013046848											
2013046849											
2013046850											
2013046851											
2013046852											
2013046853											
2013046854											
2013046855											
2013046856											
2013046857											
2013046858											
2013046859											
2013046860											
2013046861											
2013046862											
2013046863											
2013046864											
2013046865											
2013046866											
2013046867											
2013046868											
2013046869											
2013046870											
2013046871											
2013046872											
2013046873											
2013046874											
2013046875											
2013046876											
2013046877											
2013046878											
2013046879											
2013046880											
2013046881											
2013046882											
2013046883											
2013046884											
2013046885											
2013046886											
2013046887											
2013046888											
2013046889											
2013046890											
2013046891											
2013046892											
2013046893											
2013046894											
2013046895											
2013046896											
2013046897											
2013046898											
2013046899											
2013046900											
2013046901											
2013046902											
2013046903											
2013046904											
2013046905											
2013046906											
2013046907											
2013046908											
2013046909											
2013046910											
2013046911											
2013046912											
2013046913											
2013046914											
2013046915											
2013046916											
2013046917											
2013046918											
2013046919											
2013046920											
2013046921											
2013046922											
2013046923											
2013046924											
2013046925											
2013046926											
2013046927											
2013046928											
2013046929											
2013046930											
2013046931											
2013046932											
2013046933											
2013046934											
2013046935											
2013046936											
2013046937											
2013046938											
2013046939											
2013046940											
2013046941											
2013046942											
2013046943											
2013046944											
2013046945											
2013046946											
2013046947											
2013046948											
2013046949											
2013046950											
2013046951											
2013046952											
2013046953											
2013046954											
2013046955											
2013046956											
2013046957											
2013046958											
2013046959											
2013046960											
2013046961											
2013046962											
2013046963											
2013046964											
2013046965											
2013046966											
2013046967											
2013046968											
2013046969											
2013046970											
2013046971											
2013046972											
2013046973											
2013046974											
2013046975											
2013046976											
2013046977											
2013046978											
2013046979											
2013046980											
2013046981											
2013046982											
2013046983											
2013046984											
2013046985											
2013046986											
2013046987											
2013046988											
2013046989											
2013046990											
2013046991											
2013046992											
2013046993											
2013046994											
2013046995											
2013046996											
2013046997											
2013046998											
2013046999											
2013047000											
2013047001											
2013047002											
2013047003											
2013047004											
2013047005											
2013047006											
2013047007											
2013047008											
2013047009											
2013047010											
2013047011											
2013047012											
2013047013											
2013047014											
2013047015											
2013047016											
2013047017											
2013047018											
2013047019											
2013047020											
2013047021											
2013047022											
2013047023											
2013047024											
2013047025											
2013047026											
2013047027											
2013047028											
2013047029											
2013047030											
2013047031											
2013047032											
2013047033											
2013047034											
2013047035											
2013047036											
2013047037											
2013047038											
2013047039											
2013047040											
2013047041											
2013047042											
2013047043											
2013047044											
2013047045											
2013047046											
2013047047											
2013047048											
2013047049											
2013047050											
2013047051											
2013047052											
2013047053											
2013047054											
2013047055											
2013047056											
2013047057											
2013047058											
2013047059											
2013047060											
2013047061											
2013047062											
2013047063											
2013047064											
2013047065											
2013047066											
2013047067											
2013047068											
2013047069											
2013047070											
2013047071											
2013047072											
2013047073											
2013047074											
2013047075											
2013047076											
2013047077											
2013047078											
2013047079											
2013047080											
2013047081											
2013047082											
2013047083											
2013047084											
2013047085											
2013047086											
2013047087											
2013047088											
2013047089											
2013047090											
2013047091											
2013047092											
2013047093											
2013047094											
2013047095											
2013047096											
2013047097											
2013047098											
2013047099											
2013047100											
2013047101											
2013047102											
2013047103											
2013047104											
2013047105											
2013047106											
2013047107											
2013047108											
2013047109											
2013047110											
2013047111											
2013047112											
2013047113											
2013047114											
2013047115											
2013047116											
2013047117											
2013047118											
2013047119											
2013047120											
2013047121											
2013047122											
2013047123											
2013047124											
2013047125											
2013047126											
2013047127											
2013047128											
2013047129											
2013047130											
2013047131											
2013047132											
2013047133											
2013047134											
2013047135											
2013047136											
2013047137											
2013047138											
2013047139											
2013047140											
2013047141											
2013047142											
2013047143											
2013047144											
2013047145											
2013047146											
2013047147											
2013047148											
2013047149											
2013047150											
2013047151											
2013047152											
2013047153											
2013047154											
2013047155											
2013047156											
2013047157											
2013047158											
2013047159											
2013047160											
2013047161											
2013047162											
2013047163											
2013047164											
2013047165											
2013047166											
2013047167											
2013047168											
2013047169											
2013047170											
2013047171											
2013047172											
2013047173											
2013047174											
2013047175											
2013047176											
2013047177											
2013047178											
2013047179											
2013047180											
2013047181											
2013047182											
2013047183											
2013047184											
2013047185											
2013047186											
2013047187											
2013047188											
2013047189											
2013047190											
2013047191											
2013047192											
2013047193											
2013047194											
2013047195											
2013047196											
2013047197											
2013047198											
2013047199											
2013047200											
2013047201											
2013047202											
2013047203											
2013047204											
2013047205											
2013047206											
2013047207											
2013047208											
2013047209											
2013047210											
2013047211											
2013047212											
2013047213											
2013047214											
2013047215											
2013047216											
2013047217											
2013047218											
2013047219											
2013047220											
2013047221											
2013047222											
2013047223											
2013047224											
2013047225											
2013047226											
2013047227											
2013047228											
2013047229											
2013047230											
2013047231											
2013047232											
2013047233											
2013047234											
2013047235											
2013047236											
2013047237											
2013047238											
2013047239											
2013047240											
2013047241											
2013047242											
2013047243											
2013047244											
2013047245											
2013047246											
2013047247											
2013047248											
2013047249											
2013047250											
2013047251											
2013047252											
2013047253											
2013047254											
2013047255											
2013047256											
2013047257											
2013047258											
2013047259											
2013047260											
2013047261											
2013047262											
2013047263											
2013047264											
2013047265											
2013047266											
2013047267											
2013047268											
2013047269											
2013047270											
2013047271											
2013047272											
2013047273											
2013047274											
2013047275											
2013047276											
2013047277											
2013047278											
2013047279											
2013047280											
2013047281											
2013047282											
2013047283											
2013047284											
2013047285											
2013047286											
2013047287											
2013047288											
2013047289											
2013047290											
2013047291											
2013047292											
2013047293											
2013047294											
2013047295											
2013047296											
2013047297											
2013047298											
2013047299											
2013047300											
2013047301											
2013047302											
2013047303											
2013047304											
2013047305											
2013047306											
2013047307											
2013047308											
2013047309											
2013047310											
2013047311											
2013047312											
2013047313											
2013047314											
2013047315											
2013047316											
2013047317											
2013047318											
2013047319											
2013047320											
2013047321											
2013047322											
2013047323											
2013047324											
2013047325											
2013047326											
2013047327											
2013047328											
2013047329											
2013047330											
2013047331											
2013047332											
2013047333											
2013047334											
2013047335											
2013047336											
2013047337											
2013047338											
2013047339											
2013047340											
2013047341											
2013047342											
2013047343											
2013047344											
2013047345											
2013047346											
2013047347											
2013047348											
2013047349											
2013047350											
2013047351											
2013047352											
2013047353											
2013047354											
2013047355											
2013047356											
2013047357											
2013047358											
2013047359											
2013047360											
2013047361											
2013047362											
2013047363											
2013047364											
2013047365											
2013047366											
2013047367											
2013047368											
2013047369											
2013047370											
2013047371											
2013047372											
2013047373											
2013047374											
2013047375											
2013047376											
2013047377											
2013047378											
2013047379											
2013047380											
2013047381											
2013047382											
2013047383											
2013047384											
2013047385											
2013047386											
2013047387											
2013047388											
2013047389											
2013047390											
2013047391											
2013047392											
2013047393											
2013047394											
2013047395											
2013047396											
2013047397											
2013047398											
2013047399											
2013047400											
2013047401											
2013047402											
2013047403											
2013047404											
2013047405											
2013047406											
2013047407											
2013047408											
2013047409											
2013047410											
2013047411											
2013047412											
2013047413											
2013047414											
2013047415											
2013047416											
2013047417											
2013047418											
2013047419											
2013047420											
2013047421											
2013047422											
2013047423											
2013047424											
2013047425											
2013047426											
2013047427											
2013047428											
2013047429											
2013047430											
2013047431											
2013047432											
2013047433											
2013047434											
2013047435											
2013047436											
2013047437											
2013047438											
2013047439											
2013047440											
2013047441											
2013047442											
2013047443											
2013047444											
2013047445											
2013047446											
2013047447											
2013047448											
2013047449											
2013047450											
2013047451											
2013047452											
2013047453											
2013047454											
2013047455											
2013047456											
2013047457											
2013047458											
2013047459											
2013047460											
2013047461											
2013047462											
2013047463											
2013047464											
2013047465											
2013047466											
2013047467											
2013047468											
2013047469											
2013047470											
2013047471											
2013047472											
2013047473											
2013047474											
2013047475											
2013047476											
2013047477											
2013047478											
2013047479											
2013047480											
2013047481											
2013047482											
2013047483											
2013047484											
2013047485											
2013047486											
2013047487											
2013047488											
2013047489											
2013047490											
2013047491											
2013047492											
2013047493											
2013047494											
2013047495											
2013047496											
2013047497											
2013047498											
2013047499											
2013047500											
2013047501											
2013047502											
2013047503											
2013047504											
2013047505											
2013047506											
2013047507											
2013047508											
2013047509											
2013047510											
2013047511											
2013047512											
2013047513											
2013047514											
2013047515											
2013047516											
2013047517											
2013047518											
2013047519											
2013047520											
2013047521											
2013047522											
2013047523											
2013047524											
2013047525											
2013047526											
2013047527											
2013047528											
2013047529											
2013047530											
2013047531											
2013047532											
2013047533											
2013047534											
2013047535											
2013047536											
2013047537											
2013047538											
2013047539											
2013047540											
2013047541											
2013047542											
2013047543											
2013047544											
2013047545											
2013047546											
2013047547											
2013047548											
2013047549											
2013047550											
2013047551											
2013047552											
2013047553											
2013047554											
2013047555											
2013047556											
2013047557											
2013047558											
2013047559											
2013047560											
2013047561											
2013047562											
2013047563											
2013047564											
2013047565											
2013047566											
2013047567											
2013047568											
2013047569											
2013047570											
2013047571											
2013047572											
2013047573											
2013047574											
2013047575											
2013047576											
2013047577											
2013047578											
2013047579											
2013047580											
2013047581											
2013047582											
2013047583											
2013047584											
2013047585											
2013047586											
2013047587											
2013047588											
2013047589											
2013047590											
2013047591											
2013047592											
2013047593											
2013047594											
2013047595											
2013047596											
2013047597											
2013047598											
2013047599											
2013047600											
2013047601											
2013047602											
2013047603											
2013047604											
2013047605											
2013047606											
2013047607											
2013047608											
2013047609											
2013047610											
2013047611											
2013047612											
2013047613											
2013047614											
2013047615											
2013047616											
2013047617											
2013047618											
2013047619											
2013047620											
2013047621											
2013047622											
2013047623											
2013047624											
2013047625											
2013047626											
2013047627											
2013047628											
2013047629											
2013047630											
2013047631											
2013047632											
2013047633											
2013047634											
2013047635											
2013047636											
2013047637											
2013047638											
2013047639											
2013047640											
2013047641											
2013047642											
2013047643											
2013047644											
2013047645											
2013047646											
2013047647											
2013047648											
2013047649											
2013047650											
2013047651											
2013047652											
2013047653											
2013047654											
2013047655											
2013047656											
2013047657											
2013047658											
2013047659											
2013047660											
2013047661											
2013047662											
2013047663											
2013047664											
2013047665											
2013047666											
2013047667											
2013047668											
2013047669											
2013047670											
2013047671											
2013047672											
2013047673											
2013047674											
2013047675											
2013047676											
2013047677											
2013047678											
2013047679											
2013047680											
2013047681											
2013047682											
2013047683											
2013047684											
2013047685											
2013047686											
2013047687											
2013047688											
2013047689											
2013047690											
2013047691											
2013047692											
2013047693											
2013047694											
2013047695											
2013047696											
2013047697											
2013047698											
2013047699											
2013047700											
2013047701											
2013047702											
2013047703											
2013047704											
2013047705											
2013047706											
2013047707											
2013047708											
2013047709											
2013047710											
2013047711											
2013047712											
2013047713											
2013047714											
2013047715											
2013047716											
2013047717											
2013047718											
2013047719											
2013047720											
2013047721											
2013047722											
2013047723											
2013047724											
2013047725											
2013047726											
2013047727											
2013047728											
2013047729											
2013047730											
2013047731											
2013047732											
2013047733											
2013047734											
2013047735											
2013047736											
2013047737											
2013047738											
2013047739											
2013047740											
2013047741											
2013047742											
2013047743											
2013047744											
2013047745											
2013047746											
2013047747											
2013047748											
2013047749											
2013047750											
2013047751											
2013047752											
2013047753											
2013047754											
2013047755											
2013047756											
2013047757											
2013047758											
2013047759											
2013047760											
2013047761											
2013047762											
2013047763											
2013047764											
2013047765											
2013047766											
2013047767											
2013047768											
2013047769											
2013047770											
2013047771											
2013047772											
2013047773											
2013047774											
2013047775											
2013047776											
2013047777											
2013047778											
2013047779											
2013047780											
2013047781											
2013047782											
2013047783											
2013047784											
2013047785											
2013047786											
2013047787											
2013047788											
2013047789											
2013047790											
2013047791											
2013047792											
2013047793											
2013047794											
2013047795											
2013047796											
2013047797											
2013047798											
2013047799											
2013047800											
2013047801											
2013047802											
2013047803											
2013047804											
2013047805											
2013047806											
2013047807											
2013047808											
2013047809											
2013047810											
2013047811											
2013047812											
2013047813											
2013047814											
2013047815											
2013047816											
2013047817											
2013047818											
2013047819											
2013047820											
2013047821											
2013047822											
2013047823											
2013047824											
2013047825											
2013047826											
2013047827											
2013047828											
2013047829											
2013047830											
2013047831											
2013047832											
2013047833											
2013047834											
2013047835											
2013047836											
2013047837											
2013047838											
2013047839											
2013047840											
2013047841											
2013047842											
2013047843											
2013047844											
2013047845											
2013047846											
2013047847											
2013047848											
2013047849											
2013047850											
2013047851											
2013047852											
2013047853											
2013047854											
2013047855											
2013047856											
2013047857											
2013047858											
2013047859											
2013047860											
2013047861											
2013047862											
2013047863											
2013047864											
2013047865											
2013047866											
2013047867											
2013047868											
2013047869											
2013047870											
2013047871											
2013047872											
2013047873											
2013047874											
2013047875											
2013047876											
2013047877											
2013047878											
2013047879											
2013047880											
2013047881											
2013047882											
2013047883											
2013047884											
2013047885											
2013047886											
2013047887											
2013047888											
2013047889											
2013047890											
2013047891											
2013047892											
2013047893											
2013047894											
2013047895											
2013047896											
2013047897											
2013047898											
2013047899											
2013047900											
2013047901											
2013047902											
2013047903											
2013047904											
2013047905											
2013047906											
2013047907											
2013047908											
2013047909											
2013047910											
2013047911											
2013047912											
2013047913											
2013047914											
2013047915											
2013047916											
2013047917											
2013047918											
2013047919											
2013047920											
2013047921											
2013047922											
2013047923											
2013047924											
2013047925											
2013047926											
2013047927											
2013047928											
2013047929											
2013047930											
2013047931											
2013047932											
2013047933											
2013047934											
2013047935											
2013047936											
2013047937											
2013047938											
2013047939											
2013047940											
2013047941											
2013047942											
2013047943											
2013047944											
2013047945											
2013047946											
2013047947											
2013047948											
2013047949											
2013047950											
2013047951											
2013047952											
2013047953											
2013047954											
2013047955											
2013047956											
2013047957											
2013047958											
2013047959											
2013047960											
2013047961											
2013047962											
2013047963											
2013047964											
2013047965											
2013047966											
2013047967											
2013047968											
2013047969											
2013047970											
2013047971											
2013047972											
2013047973											
2013047974											
2013047975											
2013047976											
2013047977											
2013047978											
2013047979											
2013047980											
2013047981											
2013047982											
2013047983											
2013047984											
2013047985											
2013047986											
2013047987											
2013047988											
2013047989											
2013047990											
2013047991											
2013047992											
2013047993											
2013047994											
2013047995											
2013047996											
2013047997											
2013047998											
2013047999											
2013048000											
2013048001											
2013048002											
2013048003											
2013048004											
2013048005											
2013048006											
2013048007											
2013048008											
2013048009											
2013048010											
2013048011											
2013048012											
2013048013											
2013048014											
2013048015											
2013048016											
2013048017											
2013048018											
2013048019											
2013048020											
2013048021											
2013048022											
2013048023											
2013048024											
2013048025											
2013048026											
2013048027											
2013048028											
2013048029											
2013048030											
2013048031											
2013048032											
2013048033											
2013048034											
2013048035											
2013048036											
2013048037											
2013048038											
2013048039											
2013048040											
2013048041											
2013048042											
2013048043											
2013048044											
2013048045											
2013048046											
2013048047											
2013048048											
2013048049											
2013048050											
2013048051											
2013048052											
2013048053											
2013048054											
2013048055											
2013048056											
2013048057											
2013048058											
2013048059											
2013048060											
2013048061											
2013048062											
2013048063											
2013048064											
2013048065											
2013048066											
2013048067											
2013048068											
2013048069											
2013048070											
2013048071											
2013048072											
2013048073											
2013048074											
2013048075											
2013048076											
2013048077											
2013048078											
2013048079											
2013048080											
2013048081											
2013048082											
2013048083											
2013048084											
2013048085											
2013048086											
2013048087											
2013048088											
2013048089											
2013048090											
2013048091											
2013048092											
2013048093											
2013048094											
2013048095											
2013048096											
2013048097											
2013048098											
2013048099											
2013048100											
2013048101											
2013048102											
2013048103											
2013048104											
2013048105											
2013048106											
2013048107											
2013048108											
2013048109											
2013048110											
2013048111											
2013048112											
2013048113											
2013048114											
2013048115											
2013048116											
2013048117											
2013048118											
2013048119											
2013048120											
2013048121											
2013048122											
2013048123											
2013048124											
2013048125											
2013048126											
2013048127											
2013048128											
2013048129											
2013048130											
2013048131											
2013048132											
2013048133											
2013048134											
2013048135											
2013048136											
2013048137											
2013048138											
2013048139											
2013048140											
2013048141											
2013048142											
2013048143											
2013048144											
2013048145											
2013048146											
2013048147											
2013048148											
2013048149											
2013048150											
2013048151											
2013048152											
2013048153											
2013048154											
2013048155											
2013048156											
2013048157											
2013048158											
2013048159											
2013048160											
2013048161											
2013048162											
2013048163											
2013048164											
2013048165											
2013048166											
2013048167											
2013048168											
2013048169											
2013048170											
2013048171											
2013048172											
2013048173											
2013048174											
2013048175											
2013048176											
2013048177											
2013048178											
2013048179											
2013048180											
2013048181											
2013048182											
2013048183											
2013048184											
2013048185											
2013048186											
2013048187											
2013048188											
2013048189											
2013048190											
2013048191											
2013048192											
2013048193											
2013048194											
2013048195											
2013048196											
2013048197											
2013048198											
2013048199											
2013048200											
2013048201											
2013048202											
2013048203											
2013048204											
2013048205											
2013048206											
2013048207											
2013048208											
2013048209											
2013048210											
2013048211											
2013048212											
2013048213											
2013048214											
2013048215											
2013048216											
2013048217											
2013048218											
2013048219											
2013048220											
2013048221											
2013048222											
2013048223											
2013048224											
2013048225											
2013048226											
2013048227											
2013048228											
2013048229											
2013048230											
2013048231											
2013048232											
2013048233											
2013048234											
2013048235											
2013048236											
2013048237											
2013048238											
2013048239											
2013048240											
2013048241											
2013048242											
2013048243											
2013048244											
2013048245											
2013048246											
2013048247											
2013048248											
2013048249											
2013048250											
2013048251											
2013048252											
2013048253											
2013048254											
2013048255											
2013048256											
2013048257											
2013048258											
2013048259											
2013048260											
2013048261											
2013048262											
2013048263											
2013048264											
2013048265											
2013048266											
2013048267											
2013048268											
2013048269											
2013048270											
2013048271											
2013048272											
2013048273											
2013048274											
2013048275											
2013048276											
2013048277											
2013048278											
2013048279											
2013048280											
2013048281											
2013048282											
2013048283											
2013048284											
2013048285											
2013048286											
2013048287											
2013048288											
2013048289											
2013048290											
2013048291											
2013048292											
2013048293											
2013048294											
2013048295											
2013048296											
2013048297											
2013048298											
2013048299											
2013048300											
2013048301											
2013048302											
2013048303											
2013048304											
2013048305											
2013048306											
2013048307											
2013048308											
2013048309											
2013048310											
2013048311											
2013048312											
2013048313											
2013048314											
2013048315											
2013048316											
2013048317											
2013048318											
2013048319											
2013048320											
2013048321											
2013048322											
2013048323											
2013048324											
2013048325											
2013048326											
2013048327											
2013048328											
2013048329											
2013048330											
2013048331											
2013048332											
2013048333											
2013048334											
2013048335											
2013048336											
2013048337											
2013048338											
2013048339											
2013048340											
2013048341											
2013048342											
2013048343											
2013048344											
2013048345											
2013048346											
2013048347											
2013048348											
2013048349											
2013048350											
2013048351											
2013048352											
2013048353											
2013048354											
2013048355											
2013048356											
2013048357											
2013048358											
2013048359											
2013048360											
2013048361											
2013048362											
2013048363											
2013048364											
2013048365											
2013048366											
2013048367											
2013048368											
2013048369											
2013048370											
2013048371											
2013048372											
2013048373											
2013048374											
2013048375											
2013048376											
2013048377											
2013048378											
2013048379											
2013048380											
2013048381											
2013048382											
2013048383											
2013048384											
2013048385											
2013048386											
2013048387											
2013048388											
2013048389											
2013048390											
2013048391											
2013048392											
2013048393											
2013048394											
2013048395											
2013048396											
2013048397											
2013048398											
2013048399											
2013048400											
2013048401											
2013048402											
2013048403											
2013048404											
2013048405											
2013048406											
2013048407											
2013048408											
2013048409											
2013048410											
2013048411											
2013048412											
2013048413											
2013048414											
2013048415											
2013048416											
2013048417											
2013048418											
2013048419											
2013048420											
2013048421											
2013048422											
2013048423											
2013048424											
2013048425											
2013048426											
2013048427											
2013048428											
2013048429											
2013048430											
2013048431											
2013048432											
2013048433											
2013048434											
2013048435											
2013048436											
2013048437											
2013048438											
2013048439											
2013048440											
2013048441											
2013048442											
2013048443											
2013048444											
2013048445											
2013048446											
2013048447											
2013048448											
2013048449											
2013048450											
2013048451											
2013048452											
2013048453											
2013048454											
2013048455											
2013048456											
2013048457											
2013048458											
2013048459											
2013048460											
2013048461											
2013048462											
2013048463											
2013048464											
2013048465											
2013048466											
2013048467											
2013048468											
2013048469											
2013048470											
2013048471											
2013048472											
2013048473											
2013048474											
2013048475											
2013048476											
2013048477											
2013048478											
2013048479											
2013048480											
2013048481											
2013048482											
2013048483											
2013048484											
2013048485											
2013048486											
2013048487											
2013048488											
2013048489											
2013048490											
